 ,Area,Mean,Min,Max
930,332,5037.190,3401,7238
931,485,6118.571,3395,15038
932,441,6373.066,3390,9594
933,332,5414.470,3394,7663
934,321,5275.134,3385,6964
935,366,4241.954,3383,5158
936,406,4299.584,3387,5361
937,411,4528.338,3385,5726
938,470,7175.655,3391,10362
939,271,5337.491,3417,7035
940,303,4585.079,3393,5824
941,495,4289.853,3386,5435
942,289,5039.713,3402,6635
943,299,3685.221,3385,4490
944,327,5675.208,3400,7784
945,304,4422.586,3386,5487
946,280,4938.229,3389,6702
947,339,4862.714,3390,6826
948,452,6711.042,3410,9511
949,494,5595.158,3384,7808
950,456,6764.173,3395,10458
951,306,4554.422,3387,6046
952,414,6053.556,3505,8245
953,472,6827.337,3402,9964
954,332,4396.482,3385,6245
955,406,8509.404,3398,15347
956,366,5232.036,3388,6888
957,323,4007.978,3387,5069
958,467,5150.895,3389,6994
959,356,4409.205,3387,5828
960,290,4651.948,3384,6217
961,305,4923.616,3400,6365
962,493,7577.241,3382,11601
963,336,4041.238,3387,5201
964,399,5714.316,3420,7724
965,312,4016.256,3384,4865
966,312,4183.138,3386,5446
967,271,4980.520,3402,6162
968,494,6257.947,3414,8404
969,367,5255.907,3400,7582
970,461,6289.464,3385,8633
971,322,5413.466,3409,7262
972,341,5116.434,3393,6902
973,435,6805.676,3450,9964
974,416,4618.565,3413,6587
975,480,6453.685,3392,8945
976,363,4147.592,3383,5331
977,309,4583.362,3384,5936
978,425,4927.546,3388,6828
979,306,4222.131,3408,5212
980,316,4156.373,3398,5359
981,318,4369.469,3388,5506
982,293,3906.522,3384,4674
983,458,6387.245,3404,8652
984,347,4146.274,3389,5185
985,460,7207.746,3412,10209
986,190,7905.458,3410,12040
987,475,6706.907,3419,9786
988,400,4565.752,3404,6071
989,372,4706.645,3399,6348
990,188,7665.117,3444,11455
991,282,4818.986,3389,6749
992,450,6488.780,3383,9336
993,296,4870.926,3404,6802
994,311,5211.505,3399,6627
995,317,4115.375,3386,5011
996,287,5022.686,3383,6972
997,370,6216.246,3382,9216
998,469,8172.399,3383,12455
999,287,5093.533,3394,6384
1000,198,7629.798,3436,12021
1001,435,4702.248,3383,6492
1002,306,4994.284,3392,6643
1003,271,3895.982,3386,4791
1004,295,5579.949,3469,7403
1005,282,5732.096,3382,7743
1006,296,4808.034,3389,6855
1007,378,4547.476,3387,5743
1008,463,6666.302,3394,9587
1009,361,4592.175,3388,6236
1010,436,5553.163,3428,7613
1011,320,4595.331,3407,6296
1012,420,7195.783,3386,10976
1013,377,4049.753,3384,5460
1014,262,4901.500,3393,6312
1015,426,6982.401,3416,10227
1016,258,5098.023,3390,6726
1017,272,5733.147,3465,7646
1018,466,4622.627,3385,5855
1019,332,5405.654,3402,8265
1020,370,4474.932,3384,5631
1021,271,5036.886,3422,6565
1022,318,4405.421,3387,5974
1023,444,4317.428,3390,5470
1024,470,6559.526,3399,9881
1025,409,9365.328,3394,17530
1026,274,5064.814,3420,7660
1027,267,5100.970,3414,6754
1028,388,6231.866,3394,8715
1029,344,5339.971,3382,7060
1030,496,7553.730,3426,11114
1031,346,4690.829,3382,6853
1032,291,4313.546,3386,5536
1033,341,4490.411,3389,5722
1034,262,4990.046,3398,6735
1035,307,3952.391,3396,4930
1036,353,5686.028,3386,7427
1037,160,10005.237,3390,20161
1038,305,5365.036,3397,6932
1039,251,5509.239,3417,7368
1040,315,5631.902,3396,7748
1041,308,6242.468,3408,9166
1042,359,5518.663,3403,7983
1043,241,5579.813,3428,7716
1044,301,4413.066,3384,5772
1045,292,4934.521,3383,6667
1046,379,4255.673,3393,5497
1047,276,3938.707,3383,4912
1048,350,9558.734,3384,20960
1049,366,10396.202,3397,19458
1050,316,4735.285,3383,6102
1051,405,4047.570,3388,5132
1052,474,4886.764,3384,6962
1053,359,5541.198,3399,7936
1054,436,5967.794,3382,7929
1055,430,7399.960,3403,13783
1056,310,4199.861,3408,5797
1057,497,6869.537,3405,9497
1058,260,5496.227,3394,7458
1059,211,8777.000,3386,14263
1060,431,5934.608,3471,8662
1061,465,5000.394,3384,6921
1062,275,5176.102,3392,7304
1063,356,5533.261,3444,7538
1064,272,5406.408,3407,7091
1065,391,11128.788,3390,31884
1066,174,8226.557,3383,13631
1067,354,10501.110,3385,25155
1068,185,7785.962,3401,14416
1069,300,4331.293,3387,5813
1070,315,6254.460,3384,8705
1071,280,5112.286,3408,6997
1072,377,4279.257,3386,5590
1073,464,7120.623,3443,10412
1074,202,9201.851,3386,16982
1075,439,6908.191,3387,9646
1076,286,4356.388,3382,5408
1077,419,4579.788,3399,6348
1078,496,5805.710,3382,9178
1079,401,4455.656,3382,5743
1080,402,6391.634,3454,9850
1081,280,5029.971,3393,6670
1082,283,4184.544,3383,5271
1083,243,5514.173,3392,8134
1084,364,5321.909,3413,7615
1085,410,4930.849,3384,6921
1086,484,6134.048,3432,8837
1087,442,4870.305,3397,6268
1088,302,4481.106,3385,5705
1089,497,5931.909,3397,8084
1090,377,5980.870,3387,8428
1091,287,4924.540,3417,6641
1092,408,4702.880,3386,6426
1093,255,5412.616,3464,7576
1094,410,5917.907,3383,8566
1095,291,10538.601,3407,22338
1096,280,4649.825,3399,6077
1097,275,4834.735,3399,6430
1098,355,11200.524,3384,33414
1099,294,4784.738,3395,6373
1100,266,4741.902,3388,6762
1101,420,4816.545,3442,6496
1102,293,4413.123,3383,5983
1103,379,4897.063,3388,6633
1104,326,4301.043,3387,5563
1105,300,4536.857,3386,5872
1106,491,7968.695,3385,11464
1107,301,4748.708,3389,6697
1108,278,4553.777,3384,6253
1109,482,5958.189,3447,8648
1110,316,5143.854,3391,6757
1111,496,4774.448,3404,5846
1112,296,4776.355,3404,6071
1113,285,5009.646,3388,6701
1114,487,5504.832,3382,8470
1115,299,4750.977,3406,6382
1116,288,5313.146,3409,6984
1117,308,3974.169,3388,4681
1118,343,4691.306,3387,6593
1119,471,5946.002,3395,8122
1120,361,5554.136,3425,7841
1121,311,4132.643,3382,5293
1122,351,4261.886,3386,5709
1123,426,6826.556,3390,9707
1124,279,3958.108,3382,5091
1125,312,5958.721,3444,8129
1126,284,4798.426,3390,6348
1127,338,4171.879,3385,5213
1128,268,3858.526,3384,4839
1129,314,4416.602,3401,6040
1130,351,4634.903,3383,6004
1131,412,5072.806,3387,6874
1132,298,4392.238,3393,5900
1133,381,4874.698,3394,6580
1134,418,6938.548,3390,10314
1135,309,4613.071,3388,6358
1136,341,4699.721,3406,6212
1137,303,4487.165,3383,5789
1138,357,5342.462,3385,7431
1139,320,4051.825,3399,5128
1140,330,5991.906,3389,8984
1141,366,4939.273,3392,7121
1142,295,3905.441,3384,4858
1143,273,5185.469,3388,7197
1144,423,4600.719,3394,6081
1145,318,4565.377,3382,5896
1146,306,4549.003,3383,5716
1147,405,5114.370,3388,6776
1148,330,4532.545,3392,5903
1149,371,4434.402,3384,6055
1150,354,5429.862,3386,7539
1151,428,4657.301,3387,6453
1152,325,4826.215,3387,6450
1153,333,4584.396,3393,5723
1154,245,3712.665,3384,4305
1155,316,4420.184,3384,5497
1156,488,6232.182,3394,8579
1157,288,5004.927,3400,6577
1158,391,4924.292,3391,6756
1159,323,4269.359,3384,5442
1160,456,6829.623,3397,12301
1161,357,4533.874,3386,5756
1162,353,4421.807,3401,5384
1163,425,4575.666,3388,6086
1164,419,4555.375,3400,7087
1165,334,4800.530,3384,6520
1166,301,4479.817,3384,5874
1167,309,4565.602,3382,5902
1168,304,3701.763,3383,4736
1169,307,4405.961,3389,5825
1170,356,4778.596,3414,6659
1171,365,4707.077,3391,6791
1172,494,4932.496,3391,6972
1173,337,4462.445,3384,5992
1174,441,4592.637,3383,5818
1175,299,4971.538,3443,7525
1176,282,4142.025,3383,5365
1177,296,5189.514,3385,7181
1178,308,4676.276,3384,6160
1179,382,4236.246,3384,5383
1180,303,4812.766,3422,6687
1181,316,4811.225,3385,6521
1182,481,8035.505,3391,16459
1183,440,5537.730,3386,7554
1184,368,4492.758,3386,5788
1185,386,4440.326,3387,5636
1186,330,4110.570,3390,5141
1187,414,5230.411,3395,6886
1188,313,4443.454,3388,5621
1189,326,6820.291,3456,10359
1190,378,5344.426,3422,7348
1191,293,5069.543,3418,6997
1192,368,4316.978,3400,5464
1193,221,8406.914,3432,15188
1194,310,4436.765,3393,5489
1195,435,5028.786,3382,6648
1196,394,4759.459,3383,6325
1197,367,5304.815,3386,6979
1198,304,5040.974,3405,6584
1199,376,4776.620,3412,6870
1200,449,5748.784,3453,7915
1201,227,8308.881,3431,13712
1202,480,6061.083,3412,8025
1203,319,4821.100,3409,6237
1204,313,4518.045,3383,6186
1205,351,4664.584,3387,6338
1206,366,4689.503,3386,6696
1207,319,6233.273,3416,9075
1208,425,6280.993,3408,8493
1209,334,5763.296,3386,8036
1210,316,4856.241,3384,6812
1211,320,4646.816,3387,6035
1212,338,5749.541,3388,7848
1213,328,4207.674,3410,5456
1214,280,5265.625,3393,7152
1215,313,5322.537,3397,7360
1216,317,6146.426,3393,8178
1217,306,5032.500,3382,6440
1218,454,5363.308,3404,6998
1219,394,8182.353,3423,16044
1220,366,4776.336,3387,6189
1221,296,4538.186,3393,5767
1222,382,5495.602,3384,7689
1223,297,4978.747,3415,6700
1224,347,6216.202,3514,8855
1225,313,6295.962,3389,8641
1226,291,6890.351,3406,10757
1227,346,5111.968,3382,6554
1228,342,4995.529,3382,6809
1229,366,4947.098,3397,6997
1230,315,5000.356,3384,6636
1231,357,4474.255,3384,5652
1232,446,6528.229,3388,9345
1233,445,6821.885,3397,10008
1234,353,4756.960,3383,5793
1235,287,6974.767,3382,10905
1236,306,4461.160,3391,5607
1237,431,8619.028,3384,14697
1238,417,6914.930,3399,9998
1239,344,4906.230,3384,6256
1240,395,4783.086,3389,6486
1241,401,4698.564,3411,5977
1242,425,5726.134,3384,8452
1243,452,6168.615,3409,9150
1244,175,9233.914,3386,17750
1245,411,6262.964,3418,8963
1246,494,6960.931,3406,9455
1247,295,5516.190,3423,7734
1248,368,4672.117,3420,5907
1249,336,5093.193,3389,7220
1250,333,6143.411,3384,8698
1251,422,4628.498,3388,6031
1252,389,4664.514,3406,6326
1253,348,4262.489,3399,5463
1254,447,6548.631,3408,9076
1255,335,5242.081,3397,7179
1256,313,5348.700,3396,7251
1257,469,6396.226,3382,8879
1258,483,7239.669,3427,9868
1259,377,10666.589,3415,22947
1260,347,4912.816,3410,6330
1261,490,6986.676,3454,9564
1262,339,5204.065,3404,6931
1263,355,4854.507,3413,6246
1264,438,8076.920,3395,12834
1265,362,4746.638,3391,6496
1266,315,5384.552,3387,7519
1267,353,4465.550,3384,5706
1268,326,5095.617,3383,6800
1269,359,5057.554,3403,7133
1270,450,6031.807,3387,8097
1271,499,7218.926,3397,11400
1272,394,5987.231,3400,8657
1273,374,4699.503,3388,5897
1274,202,10377.693,3396,22517
1275,213,9697.061,3411,19975
1276,365,4750.008,3395,6961
1277,484,7543.469,3389,10929
1278,415,8868.742,3384,17616
1279,386,5952.391,3390,8245
1280,319,5134.116,3388,6924
1281,349,5524.364,3383,7706
1282,419,5073.372,3434,6209
1283,410,4111.451,3382,4998
1284,372,4463.978,3392,5815
1285,393,4474.613,3421,5689
1286,312,5368.577,3403,7375
1287,321,5238.277,3386,6940
1288,424,5573.804,3389,8051
1289,251,7077.538,3405,10386
1290,353,5466.688,3400,7541
1291,352,5022.395,3408,6411
1292,325,5189.225,3401,6929
1293,377,4279.326,3382,5605
1294,267,6579.187,3389,9380
1295,395,4838.367,3414,6292
1296,414,5238.507,3396,6996
1297,390,4669.059,3383,6321
1298,414,4848.145,3389,6521
1299,279,6232.423,3384,9994
1300,298,5825.728,3384,8568
1301,394,4287.538,3382,5957
1302,379,4507.351,3392,5679
1303,277,6498.094,3397,9772
1304,347,4890.513,3392,6323
1305,355,4789.073,3385,6399
1306,349,4767.908,3391,5998
1307,404,5820.431,3387,8167
1308,405,4753.854,3384,6113
1309,399,4991.441,3386,7095
1310,395,4201.428,3387,5569
1311,406,5307.995,3425,6846
1312,334,5117.796,3383,6759
1313,395,5383.861,3382,7314
1314,394,6807.896,3433,9364
1315,358,5288.302,3394,7113
1316,376,4313.832,3394,5814
1317,384,4531.859,3392,5509
1318,390,4454.877,3384,5705
1319,414,4999.785,3384,6726
1320,371,4759.019,3383,6262
1321,482,7223.898,3382,10503
1322,490,7653.008,3399,11252
1323,331,5271.012,3383,6960
1324,345,5076.672,3395,7000
1325,374,11867.775,3385,26830
1326,361,5247.313,3382,7339
1327,359,4384.226,3384,5955
1328,398,9405.621,3390,16909
1329,332,5629.861,3426,7941
1330,484,7285.401,3394,11875
1331,342,5121.696,3384,6633
1332,351,4989.379,3388,6545
1333,354,5304.960,3407,6613
1334,461,5624.549,3429,8370
1335,492,5651.496,3411,7880
1336,311,4230.752,3386,6742
1337,329,5883.085,3386,8095
1338,355,4223.651,3385,5211
1339,346,4958.425,3389,7001
1340,428,7125.972,3382,10153
1341,351,5310.741,3387,7574
1342,341,5552.812,3398,7374
1343,373,4258.984,3389,5448
1344,468,6176.470,3454,8528
1345,341,5221.871,3396,7343
1346,399,6134.404,3388,8135
1347,364,4609.964,3387,6465
1348,447,5509.823,3386,8185
1349,480,4736.685,3400,6306
1350,360,5172.800,3408,7049
1351,459,6477.725,3432,8924
1352,368,5193.997,3391,6433
1353,404,4591.869,3382,5985
1354,427,6619.956,3386,9579
1355,382,4436.529,3397,5424
1356,341,5718.135,3385,7989
1357,488,5574.596,3403,7333
1358,352,5074.628,3386,6552
1359,330,5998.470,3392,9099
1360,379,4454.493,3385,5796
1361,421,4349.245,3387,5526
1362,396,5075.641,3403,6687
1363,370,5344.654,3388,7206
1364,500,4634.694,3426,6385
1365,429,6044.660,3419,8234
1366,364,5428.670,3448,7132
1367,384,4644.284,3384,6427
1368,394,5271.312,3387,7442
1369,343,5291.216,3402,7186
1370,400,4691.177,3387,6379
1371,373,4438.952,3384,6014
1372,311,5493.084,3409,8078
1373,382,4926.353,3419,6683
1374,406,4886.032,3384,6300
1375,477,5137.774,3395,7016
1376,387,5192.313,3385,7642
1377,379,5171.404,3383,7802
1378,436,4580.122,3385,6787
1379,408,4720.191,3382,6807
1380,398,5226.329,3383,7021
1381,326,5832.546,3402,7923
1382,377,5259.236,3410,6923
1383,450,5257.093,3399,6627
1384,267,7225.633,3395,11573
1385,321,5802.502,3389,7955
1386,396,4760.093,3398,6353
1387,394,4716.299,3412,6859
1388,439,5107.576,3389,7130
1389,357,5410.193,3407,7133
1390,398,4979.646,3386,6656
1391,431,5576.053,3408,7730
1392,419,4572.415,3382,5688
1393,377,4647.764,3388,6013
1394,361,5619.208,3395,7325
1395,394,5030.383,3387,6617
1396,280,6679.050,3404,10546
1397,245,7820.347,3415,11620
1398,406,4931.877,3395,6594
1399,237,8325.030,3410,13934
1400,367,4746.896,3395,6218
1401,385,4973.291,3393,6476
1402,382,4891.634,3417,6592
1403,413,4502.479,3395,6086
1404,362,5710.268,3393,7746
1405,330,5239.706,3444,6878
1406,292,5919.247,3402,8190
1407,380,5510.063,3393,7395
1408,376,4408.255,3395,5722
1409,410,4803.763,3400,6627
1410,471,5377.291,3445,7531
1411,252,7902.020,3396,12058
1412,483,8471.656,3385,19178
1413,421,5151.998,3389,6666
1414,303,5644.944,3398,7937
1415,338,5157.337,3433,6728
1416,291,6155.608,3397,10026
